Job Salary,Job Experience Required,Role Category,Functional Area,Industry,Job Title,Skills List
"1,900,000",6.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"javascript, html5, front end, Node.Js, React.Js, jQuery, ExtJS"
"150,000",0.0,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security",IT-Hardware & Networking,Technical Support Engineer,"MCSA, bca, software, networking, mca, CCNA, telecommunication, system administrator, network administrator, mcse, diploma, electronics engineering, ec, hardware, freshers, network engineer, dns, windows, College, system admin, n+"
"500,000",7.5,Corporate Sales,"Sales , Retail , Business Development","Real Estate, Property",Sales,"prime, manager, sales, marketing, sales manager, marketing manager, business development, property sales, real estate sales, real estate, construction, property, developers, satellite"
"800,000",2.5,Senior Management,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Company Secretary,"company secretary, Compliance, secretarial activities"
"375,000",4.0,Retail Sales,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Sales,"inside sales, cold calling, lead generation, elevators, Business development, sales"
"650,000",7.0,Programming & Design,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Testing Engineer,"cucumber, automation testing, selenium, jira, java"
"175,000",1.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"data entry operation, organization skills, us healthcare, Data Entry, ms office, typing speed"
"187,500",3.0,Life skills / ECA Teachers,"Teaching , Education , Training , Counselling","Wellness , Fitness , Sports, Beauty",Sports ,"Coaching, Football"
"400,000",2.0,Programming & Design,IT Software - Other,"IT-Software, Software Services",Software Developer,"front end, python, django, backend, mysql, javascript, D3.Js"
"275,000",2.5,Channel Sales,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Key Account Manager,"Field Sales, Key Account Management, Concept Selling, Space Selling, Ad Space Selling"
"300,000",3.0,Retail Sales,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales Executive,"Sales Executive Activities, Marketing, Sheet Metal, press shop, stamping, press tools, Laser Cutting, Sales, Fabrication"
"850,000",5.0,Life Insurance/Financial Services,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Sales,"Sales, Life Insurance, Investment Products, Cross Selling, General Insurance, Banking, NRI, RM, Relationship Management, Liabilities"
"450,000",3.0,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales Executive,Channel Sales Management
"325,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"international voice process, night shift, medical billing, spoken english, international bpo, customer care executive, blended process, backend, international call center, ar calling, accounts receivable, medical transcription"
"400,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance",IT-Hardware & Networking,System Analyst,"voice gateways, operations, CUCM, voip, ip telephony, call manager, telepresence, networking, ipt, Cisco Unified Communications"
"350,000",2.0,Retail Sales,"Sales , Retail , Business Development","Real Estate, Property",Sales,"Real Estate Sales, property sales, Sales, Sales Manager, assistant sales manager, Bdm, business development manager, marketing manager"
"1,300,000",14.0,Programming & Design,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer,"Test Manager, Bi, Ab Initio, Test Lead, Data Warehousing, ETL Testing"
"450,000",7.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Quality Assurance,"External Audit, Quality Engineering, ISO Documentation, Customer Quality, QA, Quality Assurance, Quality Systems, Auditing, internal audit, QA Manager"
"1,300,000",6.5,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Software Developer,"moss, Share point, Sharepoint Development, Sharepoint"
"475,000",3.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"cce, inbound, customer service, call center, sales, executive, advisor, fresher, voice process, collections, outbound, telecalling, non voice, email, communication skills, bpo, upselling, ites, client servicing, us process, chat, us shift, uk process, uk shift"
"250,000",2.0,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive,"accounting functions, auditing, cma, ca, commerce, ipcc"
"250,000",1.5,Logistics,Purchase / Logistics / Supply Chain,"Retail, Wholesale",Store Keeper,"fifo, customer service, shrinkage control"
"800,000",3.0,Programming & Design,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Software Developer,"Java, JMS, Hibernate, Core Java, JUnit, OFBIZ, Javascript, J2Ee, Spring, JQuery, Web Services"
"725,000",8.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Automobile, Auto Anciliary, Auto Components",HR Manager,"Recruitment, HR, Human Resource Management, Personnel, Administration"
"287,500",6.0,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive,"balance sheet, finance, tally, accounts manager, accountant, tally erp, Accounts Receivable, Accounts Payable"
"500,000",2.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Core Java, Tomcat, Hibernate, NoSQL, Algorithms, MySQL, Spring Boot, JPA, Microservices, Web Services"
"212,500",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"customer service, Non Voice"
"1,000,000",7.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"CSS, Powershell, Html5, Problem Solving, MS Project, JQuery, Office 365, Sharepoint Development, .NET Framework, Sharepoint, Project Support"
"175,000",1.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"DNS, Networking Protocols, DHCP, WSUS Server, IP Addressing, VPN, UDP, TCP, Antivirus, Configuring"
"825,000",7.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Oil and Gas, Energy, Power, Infrastructure",Workman,"Forklift, Crane Operator, Forklift Operator"
"400,000",4.5,Creative,"Design , Creative , User Experience",Other,Graphic Designer,"Design, Project Handling, Artwork, Key Skills, Illustrator, Photoshop, Graphic Designing, Client Interaction, Quality Assurance, Indesign"
"162,500",4.5,After Sales Service,"Sales , Retail , Business Development","Real Estate, Property",Post Sales Consultant,"Communication Skills, Sales Administration, Admin Executive"
"325,000",4.5,Site Engineering,"Site Engineering , Project Management","Real Estate, Property",Electrical Engineer-Commercial,Facility Management
"212,500",1.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Service,"Maintenance Engineering, Utility Maintenance, Compressor"
"212,500",3.0,Retail Sales,"Sales , Retail , Business Development","Heat Ventilation, Air Conditioning",Sales Executive,"Gem, Tendering"
"425,000",4.5,Corporate Sales,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales Executive,"building materials, COLLECTION, lifestyle products, key account mgmt, home decor, business development, b2c sales, construction materials, lifestyle, NEW CLIENT ACQUISITION, PROJECT SALES, SALES"
"325,000",3.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"team development, sales manager, business management, Agency Manager, sales development manager, life insurance"
"512,500",2.5,Site Engineering,"Site Engineering , Project Management","Construction, Engineering, Cement, Metals",Maintenance Engineer,"Installation, troubleshooting, maintenance"
"400,000",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"chat, international, Email Support, Non Voice, bpo, international call center, bpo fresher, international bpo"
"3,750,000",15.0,Senior Management,"Sales , Retail , Business Development","Courier, Transportation, Freight , Warehousing",Head,"National Sales, Business Development, Key Account Management, Sales Head, Sales Director"
"425,000",3.0,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Medical Representative,"Business Development, sales, Pharmaceutical Sales"
"437,500",5.0,Corporate Sales,"Sales , Retail , Business Development","Travel , Hotels , Restaurants , Airlines , Railways",Sales,"Conferences, Events, hotel sales, MICE, Sales Management, Sales Ability, Corporate Sales"
"362,500",2.5,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"Data Entry Operation, Computer Operating, Data Management, data analysis, Data Entry, computer operator, back office, non voice, backend, kpo"
"450,000",4.5,Senior Management,"Accounts , Finance , Tax , Company Secretary , Audit",Food Processing,Company Secretary,"Company Secretary, Compliance, Secretarial Activities"
"150,000",1.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Automobile, Auto Anciliary, Auto Components",Recruitment Executive,"recruitment, screening, sourcing, hr consulting, linkedin, communication skills"
"1,100,000",11.5,Channel Sales,"Sales , Retail , Business Development","Consumer Electronics, Appliances, Durables",Regional Sales Manager,"sales management, sales strategy, customer relationship, communication skills, customer service, Sales Coordination"
"1,750,000",9.5,Corporate Sales,"Sales , Retail , Business Development","Electricals, Switchgears",Sales,"marketing, cables, Power cables, business development, bdm, sales"
"162,500",0.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Telecalling,"Communication Skills, voice process, inbound, english, hindi, outbound process"
"700,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Java, Hibernate, JBoss, MySQL, Spring Boot, JPA, Spring"
"350,000",7.5,System Design/Implementation/ERP/CRM,IT Software - Other,"IT-Software, Software Services",Functional Outside Consultant,"Interfaces, idocs, sap mm, problem solving"
"500,000",2.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Netsuite, Techno Functional, Computer Science"
"237,500",2.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Executive,"it hiring, IT Recruitment, it staffing"
"325,000",2.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",HR Executive,"recruitment, hr, conducting interviews, sourcing, it recruitment, it recruiter, Technical Recruitment"
"1,200,000",5.0,Finance/Audit,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Audit Manager,"risk assessments, risk management, system developments, audit, Operational Risk, Internal Auditing, accounting"
"187,500",3.5,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Executive,"saving account, casa, Retail Sales, direct sales, banking, field sales"
